	corr	w	p
0	0.016619105562875325	0.0	-30.0
1	0.5383112767119536	0.2	-30.0
2	0.540904950752794	0.4	-30.0
3	0.5411909406363338	0.6	-30.0
4	0.5412234685783045	0.8	-30.0
5	0.5412075031557241	1.0	-30.0
6	0.016621554538456033	0.0	-29.9
7	0.5383103933611599	0.2	-29.9
8	0.5409048850797509	0.4	-29.9
9	0.5411909519711953	0.6	-29.9
10	0.541223480469406	0.8	-29.9
11	0.5412075031557241	1.0	-29.9
12	0.01662402045449385	0.0	-29.799999999999997
13	0.5383095038528729	0.2	-29.799999999999997
14	0.5409048189702719	0.4	-29.799999999999997
15	0.5411909633981598	0.6	-29.799999999999997
16	0.5412234924489954	0.8	-29.799999999999997
17	0.5412075031557241	1.0	-29.799999999999997
18	0.016626503484565517	0.0	-29.699999999999996
19	0.5383086081219104	0.2	-29.699999999999996
20	0.5409047524197906	0.4	-29.699999999999996
21	0.5411909749182384	0.6	-29.699999999999996
22	0.5412235045180254	0.8	-29.699999999999996
23	0.5412075031557241	1.0	-29.699999999999996
24	0.016629003804610114	0.0	-29.599999999999994
25	0.5383077061021628	0.2	-29.599999999999994
26	0.5409046854236759	0.4	-29.599999999999994
27	0.5411909865324568	0.6	-29.599999999999994
28	0.5412235166774618	0.8	-29.599999999999994
29	0.5412075031557241	1.0	-29.599999999999994
30	0.01663152159296975	0.0	-29.499999999999993
31	0.538306797726579	0.2	-29.499999999999993
32	0.5409046179772297	0.4	-29.499999999999993
33	0.541190998241854	0.6	-29.499999999999993
34	0.5412235289282851	0.8	-29.499999999999993
35	0.5412075031557241	1.0	-29.499999999999993
36	0.016634057030430166	0.0	-29.39999999999999
37	0.538305882927147	0.2	-29.39999999999999
38	0.5409045500756863	0.4	-29.39999999999999
39	0.5411910100474849	0.6	-29.39999999999999
40	0.5412235412714883	0.8	-29.39999999999999
41	0.5412075031557241	1.0	-29.39999999999999
42	0.01663661030026318	0.0	-29.29999999999999
43	0.5383049616348784	0.2	-29.29999999999999
44	0.5409044817142118	0.4	-29.29999999999999
45	0.5411910219504189	0.6	-29.29999999999999
46	0.5412235537080802	0.8	-29.29999999999999
47	0.5412075031557241	1.0	-29.29999999999999
48	0.016639181588269228	0.0	-29.19999999999999
49	0.5383040337797895	0.2	-29.19999999999999
50	0.5409044128879019	0.4	-29.19999999999999
51	0.5411910339517407	0.6	-29.19999999999999
52	0.5412235662390829	0.8	-29.19999999999999
53	0.5412075031557241	1.0	-29.19999999999999
54	0.016641771082821066	0.0	-29.099999999999987
55	0.5383030992908845	0.2	-29.099999999999987
56	0.540904343591781	0.4	-29.099999999999987
57	0.5411910460525508	0.6	-29.099999999999987
58	0.5412235788655337	0.8	-29.099999999999987
59	0.5412075031557241	1.0	-29.099999999999987
60	0.016644378974908478	0.0	-28.999999999999986
61	0.5383021580961361	0.2	-28.999999999999986
62	0.5409042738208008	0.4	-28.999999999999986
63	0.541191058253965	0.6	-28.999999999999986
64	0.5412235915884852	0.8	-28.999999999999986
65	0.5412075031557241	1.0	-28.999999999999986
66	0.016647005458183775	0.0	-28.899999999999984
67	0.5383012101224676	0.2	-28.899999999999984
68	0.5409042035698388	0.4	-28.899999999999984
69	0.5411910705571157	0.6	-28.899999999999984
70	0.5412236044090046	0.8	-28.899999999999984
71	0.5412075031557241	1.0	-28.899999999999984
72	0.01664965072900832	0.0	-28.799999999999983
73	0.5383002552957328	0.2	-28.799999999999983
74	0.5409041328336979	0.4	-28.799999999999983
75	0.5411910829631514	0.6	-28.799999999999983
76	0.5412236173281753	0.8	-28.799999999999983
77	0.5412075031557241	1.0	-28.799999999999983
78	0.016652314986500015	0.0	-28.69999999999998
79	0.5382992935406973	0.2	-28.69999999999998
80	0.5409040616071037	0.4	-28.69999999999998
81	0.5411910954732375	0.6	-28.69999999999998
82	0.5412236303470961	0.8	-28.69999999999998
83	0.5412075031557241	1.0	-28.69999999999998
84	0.01665499843258165	0.0	-28.59999999999998
85	0.5382983247810177	0.2	-28.59999999999998
86	0.5409039898847037	0.4	-28.59999999999998
87	0.5411911080885561	0.6	-28.59999999999998
88	0.5412236434668822	0.8	-28.59999999999998
89	0.5412075031557241	1.0	-28.59999999999998
90	0.016657701272030624	0.0	-28.49999999999998
91	0.5382973489392213	0.2	-28.49999999999998
92	0.5409039176610659	0.4	-28.49999999999998
93	0.5411911208103072	0.6	-28.49999999999998
94	0.541223656688665	0.8	-28.49999999999998
95	0.5412075031557241	1.0	-28.49999999999998
96	0.016660423712529293	0.0	-28.399999999999977
97	0.5382963659366857	0.2	-28.399999999999977
98	0.5409038449306773	0.4	-28.399999999999977
99	0.5411911336397074	0.6	-28.399999999999977
100	0.5412236700135928	0.8	-28.399999999999977
101	0.5412075031557241	1.0	-28.399999999999977
102	0.016663165964716866	0.0	-28.299999999999976
103	0.5382953756936166	0.2	-28.299999999999976
104	0.5409037716879421	0.4	-28.299999999999976
105	0.5411911465779924	0.6	-28.299999999999976
106	0.541223683442831	0.8	-28.299999999999976
107	0.5412075031557241	1.0	-28.299999999999976
108	0.016665928242241716	0.0	-28.199999999999974
109	0.5382943781290264	0.2	-28.199999999999974
110	0.5409036979271804	0.4	-28.199999999999974
111	0.5411911596264152	0.6	-28.199999999999974
112	0.5412236969775621	0.8	-28.199999999999974
113	0.5412075031557241	1.0	-28.199999999999974
114	0.016668710761815798	0.0	-28.099999999999973
115	0.5382933731607112	0.2	-28.099999999999973
116	0.5409036236426265	0.4	-28.099999999999973
117	0.5411911727862481	0.6	-28.099999999999973
118	0.5412237106189866	0.8	-28.099999999999973
119	0.5412075031557241	1.0	-28.099999999999973
120	0.01667151374326924	0.0	-27.99999999999997
121	0.5382923607052293	0.2	-27.99999999999997
122	0.5409035488284273	0.4	-27.99999999999997
123	0.5411911860587817	0.6	-27.99999999999997
124	0.5412237243683224	0.8	-27.99999999999997
125	0.5412075031557241	1.0	-27.99999999999997
126	0.016674337409606835	0.0	-27.89999999999997
127	0.538291340677876	0.2	-27.89999999999997
128	0.540903473478641	0.4	-27.89999999999997
129	0.5411911994453265	0.6	-27.89999999999997
130	0.5412237382268067	0.8	-27.89999999999997
131	0.5412075031557241	1.0	-27.89999999999997
132	0.016677181987065262	0.0	-27.79999999999997
133	0.5382903129926607	0.2	-27.79999999999997
134	0.5409033975872344	0.4	-27.79999999999997
135	0.5411912129472123	0.6	-27.79999999999997
136	0.5412237521956946	0.8	-27.79999999999997
137	0.5412075031557241	1.0	-27.79999999999997
138	0.01668004770517208	0.0	-27.699999999999967
139	0.5382892775622823	0.2	-27.699999999999967
140	0.5409033211480825	0.4	-27.699999999999967
141	0.541191226565789	0.6	-27.699999999999967
142	0.5412237662762605	0.8	-27.699999999999967
143	0.5412075031557241	1.0	-27.699999999999967
144	0.016682934796805403	0.0	-27.599999999999966
145	0.5382882342981037	0.2	-27.599999999999966
146	0.540903244154965	0.4	-27.599999999999966
147	0.541191240302427	0.6	-27.599999999999966
148	0.5412237804697984	0.8	-27.599999999999966
149	0.5412075031557241	1.0	-27.599999999999966
150	0.01668584349825543	0.0	-27.499999999999964
151	0.5382871831101271	0.2	-27.499999999999964
152	0.5409031666015669	0.4	-27.499999999999964
153	0.5411912541585175	0.6	-27.499999999999964
154	0.5412237947776215	0.8	-27.499999999999964
155	0.5412075031557241	1.0	-27.499999999999964
156	0.016688774049286915	0.0	-27.399999999999963
157	0.5382861239069667	0.2	-27.399999999999963
158	0.540903088481474	0.4	-27.399999999999963
