	corr	w	p
0	0.17922985812583353	0.0	-30.0
1	0.20865874228210324	0.2	-30.0
2	0.19554049676067695	0.4	-30.0
3	0.1842468133676855	0.6	-30.0
4	0.1765044767241744	0.8	-30.0
5	0.17108699751301354	1.0	-30.0
6	0.17923015940598436	0.0	-29.9
7	0.2086580162852041	0.2	-29.9
8	0.19554183382083878	0.4	-29.9
9	0.18424796384260195	0.6	-29.9
10	0.17650504192552277	0.8	-29.9
11	0.17108699751301354	1.0	-29.9
12	0.17923045416730565	0.0	-29.799999999999997
13	0.20865728145063206	0.2	-29.799999999999997
14	0.19554317555559197	0.4	-29.799999999999997
15	0.18424911935609356	0.6	-29.799999999999997
16	0.17650560974296897	0.8	-29.799999999999997
17	0.17108699751301354	1.0	-29.799999999999997
18	0.17923074227610883	0.0	-29.699999999999996
19	0.20865653766251538	0.2	-29.699999999999996
20	0.19554452197633565	0.4	-29.699999999999996
21	0.18425027993552717	0.6	-29.699999999999996
22	0.17650618019238162	0.8	-29.699999999999996
23	0.17108699751301354	1.0	-29.699999999999996
24	0.17923102359648005	0.0	-29.599999999999994
25	0.20865578480332803	0.2	-29.599999999999994
26	0.19554587309429233	0.4	-29.599999999999994
27	0.18425144560839818	0.6	-29.599999999999994
28	0.17650675328973106	0.8	-29.599999999999994
29	0.17108699751301354	1.0	-29.599999999999994
30	0.17923129799024506	0.0	-29.499999999999993
31	0.2086550227538659	0.2	-29.499999999999993
32	0.19554722892050372	0.4	-29.499999999999993
33	0.18425261640233004	0.6	-29.499999999999993
34	0.17650732905109018	0.8	-29.499999999999993
35	0.17108699751301354	1.0	-29.499999999999993
36	0.17923156531693318	0.0	-29.39999999999999
37	0.2086542513932219	0.2	-29.39999999999999
38	0.1955485894658238	0.4	-29.39999999999999
39	0.18425379234507397	0.6	-29.39999999999999
40	0.17650790749263323	0.8	-29.39999999999999
41	0.17108699751301354	1.0	-29.39999999999999
42	0.17923182543374094	0.0	-29.29999999999999
43	0.20865347059876066	0.2	-29.29999999999999
44	0.19554995474091338	0.4	-29.29999999999999
